Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
5037,AXIS,Automobile,8,55,1,901493,23589,14,771,400900,7,100,4500,4.5
5038,AXIS,Home,6.75,40,1,880384,14453,21.7,807,3850000,30,80,38500,4.5
5039,AXIS,Automobile,8,55,0,2910952,11547,18.1,817,348700,7,100,4500,4.5
5040,AXIS,Education,13.7,48,1,2233013,34426,19.6,814,3576000,15,95,26820,4.5
5041,AXIS,Automobile,8,52,0,1808610,19292,15,774,368200,7,100,4500,4.5
5042,AXIS,Education,13.7,27,1,1985234,19191,13.5,776,4167000,15,95,31252.5,4.5
5043,AXIS,Education,13.7,58,0,866666,17261,19.7,754,4024000,15,95,30180,4.5
5044,AXIS,Automobile,8,43,1,1325611,14471,23,816,306000,7,100,4500,4.5
5045,AXIS,Education,13.7,30,0,789944,16457,9.8,789,2963000,15,95,22222.5,4.5
5046,KOTAK MAHINDRA,Education,11.5,52,1,1405487,17803,13.6,762,3820000,12,85,0,4.3
5047,KOTAK MAHINDRA,Education,11.5,34,1,872062,7122,11.4,795,3204000,12,85,0,4.3
5048,KOTAK MAHINDRA,Education,11.5,26,1,1792916,19274,14,784,4164000,12,85,0,4.3
5049,KOTAK MAHINDRA,Automobile,6.5,27,0,1316168,19084,18,801,432300,7,90,4000,4.3
5050,KOTAK MAHINDRA,Education,10.5,49,0,628444,7227,15,818,3304000,12,85,0,4.3
5051,KOTAK MAHINDRA,Home,6.7,24,1,767068,8821,16.5,767,3067000,30,75,23002.5,4.3
5052,KOTAK MAHINDRA,Automobile,7.5,43,1,1197551,1697,16.6,788,289600,7,90,4000,4.3
5053,KOTAK MAHINDRA,Home,6.7,37,0,2161839,32427,27.9,750,6097000,30,75,45727.5,4.3
5054,KOTAK MAHINDRA,Automobile,6.5,59,1,1041333,4131,12.6,801,423700,7,90,4000,4.3
5055,KOTAK MAHINDRA,Education,11.5,55,1,1505256,36252,15.5,796,3871000,12,85,0,4.3
5056,KOTAK MAHINDRA,Automobile,8.5,49,1,2960238,54024,26.7,737,487400,7,90,4000,4.3
5057,KOTAK MAHINDRA,Home,6.5,47,0,942590,14767,10.1,808,2844000,30,75,21330,4.3
5058,KOTAK MAHINDRA,Automobile,6.5,37,1,2236680,27586,21.5,814,309100,7,90,4000,4.3
5059,KOTAK MAHINDRA,Home,6.7,57,0,1478143,7810,13,772,3570000,30,75,26775,4.3
5060,KOTAK MAHINDRA,Home,6.7,51,0,1452322,27594,25.2,763,3399000,30,75,25492.5,4.3
5061,KOTAK MAHINDRA,Education,11.5,49,1,939246,14871,13.9,800,3295000,12,85,0,4.3
5062,KOTAK MAHINDRA,Home,6.5,51,0,747916,18386,23.4,803,4786000,30,75,35895,4.3
5063,KOTAK MAHINDRA,Education,10.5,47,0,1143876,15442,30.9,816,3844000,12,85,0,4.3
5064,KOTAK MAHINDRA,Education,11.5,52,1,1358595,24455,20,768,3435000,12,85,0,4.3
5065,KOTAK MAHINDRA,Home,6.7,45,1,1012510,11559,15.9,794,3460000,30,75,25950,4.3
5066,KOTAK MAHINDRA,Education,11.5,59,1,509599,14354,38.7,772,2890000,12,85,0,4.3
5067,KOTAK MAHINDRA,Education,11.5,29,1,2875080,47199,37.6,816,4527000,12,85,0,4.3
5068,KOTAK MAHINDRA,Education,10.5,50,0,934515,26089,23.1,771,2814000,12,85,0,4.3
5069,KOTAK MAHINDRA,Automobile,6.5,28,0,811528,16163,25,813,390200,7,90,4000,4.3
5070,KOTAK MAHINDRA,Automobile,7.5,28,0,991971,17359,22.7,798,318500,7,90,4000,4.3
5071,KOTAK MAHINDRA,Automobile,7.5,32,0,797449,16946,18.4,762,360000,7,90,4000,4.3
5072,KOTAK MAHINDRA,Automobile,7.5,43,1,1482703,9341,16.9,765,322800,7,90,4000,4.3
5073,KOTAK MAHINDRA,Automobile,8.5,41,0,1225253,17153,18.7,720,408500,7,90,4000,4.3
5074,KOTAK MAHINDRA,Home,6.5,51,1,431718,5325,9.9,802,3134000,30,75,23505,4.3
5075,KOTAK MAHINDRA,Home,6.7,47,1,785878,15324,12,771,3472000,30,75,26040,4.3
5076,KOTAK MAHINDRA,Automobile,6.5,32,0,2360522,20851,18.7,819,316400,7,90,4000,4.3
5077,KOTAK MAHINDRA,Education,10.5,47,0,669218,11098,16.4,795,2893000,12,85,0,4.3
5078,KOTAK MAHINDRA,Home,6.7,29,0,825284,7084,18.5,763,3841000,30,75,28807.5,4.3
5079,KOTAK MAHINDRA,Automobile,7.5,31,1,635721,13297,20,771,318200,7,90,4000,4.3
5080,KOTAK MAHINDRA,Automobile,6.5,32,0,1666984,15697,15.1,820,371000,7,90,4000,4.3
5081,KOTAK MAHINDRA,Automobile,7.5,25,0,2149318,20526,22.5,800,382900,7,90,4000,4.3
5082,KOTAK MAHINDRA,Automobile,6.5,58,1,1205987,23014,19.9,817,366100,7,90,4000,4.3
5083,KOTAK MAHINDRA,Automobile,7.5,52,0,1304312,25434,24.7,790,349900,7,90,4000,4.3
5084,KOTAK MAHINDRA,Education,10.5,43,0,660611,18717,21.3,798,3243000,12,85,0,4.3
5085,KOTAK MAHINDRA,Education,10.5,28,0,2967344,20302,22,818,3807000,12,85,0,4.3
5086,KOTAK MAHINDRA,Home,6.7,29,0,1141824,666,6.9,764,2820000,30,75,21150,4.3
5087,KOTAK MAHINDRA,Education,10.5,37,0,2323510,24010,14.1,785,4820000,12,85,0,4.3
5088,KOTAK MAHINDRA,Education,11.5,51,1,866571,24192,11.4,759,3597000,12,85,0,4.3
5089,KOTAK MAHINDRA,Education,11.5,58,1,1551008,11852,17.5,787,3524000,12,85,0,4.3
5090,KOTAK MAHINDRA,Education,10.5,58,0,556567,9508,16.8,784,3179000,12,85,0,4.3
5091,KOTAK MAHINDRA,Home,6.7,39,1,877990,13902,14.9,751,3865000,30,75,28987.5,4.3
5092,KOTAK MAHINDRA,Automobile,6.5,41,1,1123052,16565,15.4,815,402700,7,90,4000,4.3
5093,KOTAK MAHINDRA,Education,11.5,39,1,2493465,38753,39.6,790,3039000,12,85,0,4.3
5094,KOTAK MAHINDRA,Home,6.7,41,1,1746594,29255,13.9,742,4896000,30,75,36720,4.3
5095,KOTAK MAHINDRA,Home,6.7,52,1,539961,13274,6.2,786,5304000,30,75,39780,4.3
5096,KOTAK MAHINDRA,Automobile,8.5,32,0,1067192,16719,28.4,734,433500,7,90,4000,4.3
5097,KOTAK MAHINDRA,Home,6.7,30,0,2103585,53291,18,794,4862000,30,75,36465,4.3
5098,KOTAK MAHINDRA,Education,10.5,30,0,2059410,17505,17.4,815,4365000,12,85,0,4.3
5099,KOTAK MAHINDRA,Automobile,6.5,52,1,1585930,20881,26.5,807,521900,7,90,4000,4.3
5100,KOTAK MAHINDRA,Education,10.5,58,0,1320424,12984,16.4,772,3868000,12,85,0,4.3
5101,KOTAK MAHINDRA,Home,6.7,35,0,722684,15297,20.4,761,3109000,30,75,23317.5,4.3
5102,KOTAK MAHINDRA,Education,11.5,46,1,1777982,15706,20.7,819,3301000,12,85,0,4.3
5103,KOTAK MAHINDRA,Education,10.5,51,0,560823,12151,15,819,2814000,12,85,0,4.3
5104,KOTAK MAHINDRA,Education,10.5,49,0,1291069,13341,21.7,795,4408000,12,85,0,4.3
5105,KOTAK MAHINDRA,Education,11.5,49,1,426778,11594,36.4,796,3841000,12,85,0,4.3
5106,KOTAK MAHINDRA,Automobile,6.5,52,1,1115167,25463,19,810,364300,7,90,4000,4.3
5107,KOTAK MAHINDRA,Automobile,6.5,55,0,1756835,16544,12.5,813,352100,7,90,4000,4.3
5108,KOTAK MAHINDRA,Education,11.5,35,1,529872,5299,22.3,818,2832000,12,85,0,4.3
5109,KOTAK MAHINDRA,Home,6.7,44,1,2265636,34551,28.5,790,4798000,30,75,35985,4.3
5110,KOTAK MAHINDRA,Home,6.7,26,1,986936,15832,11,751,3591000,30,75,26932.5,4.3
5111,KOTAK MAHINDRA,Automobile,7.5,34,1,481023,3988,14.7,763,316400,7,90,4000,4.3
5112,KOTAK MAHINDRA,Home,6.5,50,0,742824,10214,15.2,819,2923000,30,75,21922.5,4.3
5113,KOTAK MAHINDRA,Automobile,8.5,47,1,4192540,29348,19.9,736,485300,7,90,4000,4.3
5114,KOTAK MAHINDRA,Home,6.7,40,1,1259092,6747,29,789,3457000,30,75,25927.5,4.3
5115,KOTAK MAHINDRA,Education,10.5,55,0,1408185,16312,13.5,817,3783000,12,85,0,4.3
5116,KOTAK MAHINDRA,Automobile,7.5,34,1,987905,22639,11.4,794,283500,7,90,4000,4.3
5117,KOTAK MAHINDRA,Home,6.7,42,1,1481563,39385,25.4,752,4359000,30,75,32692.5,4.3
5118,KOTAK MAHINDRA,Home,6.7,42,0,1623398,8158,17.6,755,4786000,30,75,35895,4.3
5119,KOTAK MAHINDRA,Education,10.5,35,0,1736505,32270,22,800,4329000,12,85,0,4.3
5120,KOTAK MAHINDRA,Home,6.5,55,0,1689993,18308,25,816,4920000,30,75,36900,4.3
5121,KOTAK MAHINDRA,Automobile,6.5,57,1,958740,10786,27,811,342900,7,90,4000,4.3
5122,KOTAK MAHINDRA,Automobile,7.5,44,1,612009,19380,8,784,305700,7,90,4000,4.3
5123,KOTAK MAHINDRA,Home,6.7,45,1,911810,15425,18.1,758,3591000,30,75,26932.5,4.3
5124,KOTAK MAHINDRA,Automobile,7.5,59,0,2823077,30583,27.3,782,483800,7,90,4000,4.3
5125,KOTAK MAHINDRA,Home,6.5,54,0,512791,6077,15.6,805,2899000,30,75,21742.5,4.3
5126,KOTAK MAHINDRA,Automobile,6.5,41,0,1068370,7995,18.5,818,415800,7,90,4000,4.3
5127,KOTAK MAHINDRA,Automobile,6.5,39,1,860130,13332,14.1,814,391100,7,90,4000,4.3
5128,KOTAK MAHINDRA,Home,6.7,38,1,912000,9576,11.7,797,4012000,30,75,30090,4.3
5129,KOTAK MAHINDRA,Automobile,6.5,32,0,1611390,35854,21.1,806,477100,7,90,4000,4.3
5130,KOTAK MAHINDRA,Education,10.5,47,0,1052828,24478,12,791,2963000,12,85,0,4.3
5131,KOTAK MAHINDRA,Home,6.7,44,0,1569514,39892,15.9,767,3817000,30,75,28627.5,4.3
5132,KOTAK MAHINDRA,Education,10.5,59,0,1458915,19817,18.9,798,2929000,12,85,0,4.3
5133,KOTAK MAHINDRA,Education,11.5,58,1,1585113,23248,16.5,766,4176000,12,85,0,4.3
5134,KOTAK MAHINDRA,Education,11.5,51,1,1131564,15182,13,788,3463000,12,85,0,4.3
5135,KOTAK MAHINDRA,Home,6.7,34,0,1348753,19557,23.8,754,4463000,30,75,33472.5,4.3
5136,KOTAK MAHINDRA,Automobile,8.5,27,0,763781,17440,18.3,725,343500,7,90,4000,4.3
5137,KOTAK MAHINDRA,Education,11.5,36,1,1263291,21160,14.9,778,3646000,12,85,0,4.3
5138,KOTAK MAHINDRA,Automobile,6.5,31,1,2714473,36193,16.5,810,315200,7,90,4000,4.3
5139,KOTAK MAHINDRA,Education,10.5,59,0,469585,11701,14.8,814,2878000,12,85,0,4.3
5140,KOTAK MAHINDRA,Home,6.7,37,0,1669986,17117,16.1,765,5713000,30,75,42847.5,4.3
5141,KOTAK MAHINDRA,Automobile,6.5,55,0,1513920,21700,13.7,810,297800,7,90,4000,4.3
5142,KOTAK MAHINDRA,Home,6.7,47,1,1224531,11123,10.6,771,4015000,30,75,30112.5,4.3
5143,KOTAK MAHINDRA,Automobile,7.5,40,1,1214138,7841,19.1,767,512100,7,90,4000,4.3
5144,KOTAK MAHINDRA,Automobile,7.5,39,1,941735,28095,36.3,794,396000,7,90,4000,4.3
5145,KOTAK MAHINDRA,Automobile,6.5,53,0,1017868,17813,15.4,814,417600,7,90,4000,4.3
5146,KOTAK MAHINDRA,Home,6.7,30,0,2483585,41186,22.4,788,4859000,30,75,36442.5,4.3
5147,KOTAK MAHINDRA,Education,10.5,48,0,2488430,40022,25.6,818,3164000,12,85,0,4.3
5148,KOTAK MAHINDRA,Automobile,7.5,56,0,572052,9706,14.2,772,332300,7,90,4000,4.3
5149,KOTAK MAHINDRA,Home,6.7,42,0,1042378,17703,19.1,761,3719000,30,75,27892.5,4.3
5150,KOTAK MAHINDRA,Automobile,6.5,54,1,944300,16053,23.4,817,372500,7,90,4000,4.3
5151,KOTAK MAHINDRA,Home,6.7,54,1,1776671,10453,25.8,777,4082000,30,75,30615,4.3
5152,KOTAK MAHINDRA,Home,6.7,55,0,2254920,23865,15,795,4356000,30,75,32670,4.3
5153,KOTAK MAHINDRA,Education,10.5,28,0,2257903,34433,16.4,811,6060000,12,85,0,4.3
5154,KOTAK MAHINDRA,Automobile,6.5,47,1,2123858,12106,16.6,808,317900,7,90,4000,4.3
5155,KOTAK MAHINDRA,Education,10.5,50,0,2371200,41496,13.8,786,3676000,12,85,0,4.3
5156,KOTAK MAHINDRA,Automobile,7.5,53,1,1271955,23001,8.7,788,319800,7,90,4000,4.3
5157,KOTAK MAHINDRA,Home,6.5,28,0,906851,23729,15.2,816,4185000,30,75,31387.5,4.3
5158,KOTAK MAHINDRA,Home,6.5,55,1,1630504,24593,22,804,4545000,30,75,34087.5,4.3
5159,KOTAK MAHINDRA,Automobile,7.5,29,1,655025,8461,25.7,784,346600,7,90,4000,4.3
5160,KOTAK MAHINDRA,Automobile,6.5,35,1,1340640,2849,30.3,807,521300,7,90,4000,4.3
5161,KOTAK MAHINDRA,Education,11.5,49,1,2280456,18301,19.1,784,3170000,12,85,0,4.3
5162,KOTAK MAHINDRA,Home,6.5,43,0,2118006,7625,17.1,806,5850000,30,75,43875,4.3
5163,KOTAK MAHINDRA,Education,11.5,28,1,968430,24130,13.6,817,3993000,12,85,0,4.3
5164,KOTAK MAHINDRA,Home,6.7,39,0,1071885,11701,13,778,3167000,30,75,23752.5,4.3
5165,KOTAK MAHINDRA,Automobile,7.5,36,0,576042,6384,9.9,777,335300,7,90,4000,4.3
5166,KOTAK MAHINDRA,Home,6.7,33,0,1252670,11692,8,796,3222000,30,75,24165,4.3
5167,KOTAK MAHINDRA,Home,6.7,49,1,1458440,11036,18.1,781,3289000,30,75,24667.5,4.3
5168,KOTAK MAHINDRA,Home,6.7,30,0,1107073,26570,8.5,794,3359000,30,75,25192.5,4.3
5169,KOTAK MAHINDRA,Home,6.7,37,0,653562,19825,18.9,781,3487000,30,75,26152.5,4.3
5170,KOTAK MAHINDRA,Education,11.5,26,1,1753301,36527,19.2,785,4594000,12,85,0,4.3
5171,KOTAK MAHINDRA,Home,6.5,33,0,1149804,19355,9.7,814,3917000,30,75,29377.5,4.3
5172,KOTAK MAHINDRA,Education,10.5,43,0,1009014,8459,9.4,801,3070000,12,85,0,4.3
5173,KOTAK MAHINDRA,Automobile,6.5,51,1,982965,16710,10.7,808,381400,7,90,4000,4.3
5174,KOTAK MAHINDRA,Home,6.7,38,0,1124268,16677,18.4,764,3905000,30,75,29287.5,4.3
5175,KOTAK MAHINDRA,Home,6.7,50,0,2329172,50659,19,771,6719000,30,75,50392.5,4.3
5176,KOTAK MAHINDRA,Home,6.7,55,0,1933250,15692,19,798,5567000,30,75,41752.5,4.3
5177,KOTAK MAHINDRA,Automobile,6.5,24,0,743223,19448,38.5,807,323700,7,90,4000,4.3
5178,KOTAK MAHINDRA,Education,11.5,39,1,467077,7173,10.6,787,4573000,12,85,0,4.3
5179,KOTAK MAHINDRA,Home,6.7,48,1,912095,4751,9.9,767,4634000,30,75,34755,4.3
5180,KOTAK MAHINDRA,Home,6.7,31,1,1166429,25273,21.8,750,4057000,30,75,30427.5,4.3
5181,KOTAK MAHINDRA,Home,6.5,29,0,1122102,18328,15.5,810,3874000,30,75,29055,4.3
5182,KOTAK MAHINDRA,Automobile,7.5,28,1,2870520,15118,24.2,760,669200,7,90,4000,4.3
5183,KOTAK MAHINDRA,Education,10.5,39,0,900334,26034,15,738,4088000,12,85,0,4.3
5184,KOTAK MAHINDRA,Home,6.5,41,1,517370,4613,9,810,4176000,30,75,31320,4.3
5185,KOTAK MAHINDRA,Home,6.7,35,1,1561078,13789,21.1,752,4823000,30,75,36172.5,4.3
5186,KOTAK MAHINDRA,Home,6.5,35,0,474297,5533,11.6,801,3167000,30,75,23752.5,4.3
5187,KOTAK MAHINDRA,Home,6.5,30,1,2561675,52514,36.3,804,6463000,30,75,48472.5,4.3
5188,KOTAK MAHINDRA,Automobile,6.5,31,1,2176944,3229,29,818,489900,7,90,4000,4.3
5189,KOTAK MAHINDRA,Home,6.5,39,1,1544168,18144,8.8,808,3588000,30,75,26910,4.3
5190,KOTAK MAHINDRA,Automobile,6.5,34,1,2287068,23061,21,819,613700,7,90,4000,4.3
5191,KOTAK MAHINDRA,Education,10.5,28,0,1928500,27803,32.5,822,3859000,12,85,0,4.3
5192,KOTAK MAHINDRA,Home,6.7,39,1,697889,14830,25,784,5213000,30,75,39097.5,4.3
5193,KOTAK MAHINDRA,Home,6.5,26,1,1686402,12536,27.5,820,3094000,30,75,23205,4.3
5194,KOTAK MAHINDRA,Home,6.5,37,1,1945923,21892,16.8,810,3207000,30,75,24052.5,4.3
5195,KOTAK MAHINDRA,Home,6.5,24,0,676153,9973,13.2,805,2993000,30,75,22447.5,4.3
5196,KOTAK MAHINDRA,Home,6.7,28,0,2187413,57055,22.6,787,3506000,30,75,26295,4.3
5197,KOTAK MAHINDRA,Home,6.5,33,1,970862,9709,22.5,812,3030000,30,75,22725,4.3
5198,KOTAK MAHINDRA,Education,10.5,46,0,387942,2968,17.2,818,3304000,12,85,0,4.3
5199,KOTAK MAHINDRA,Education,10.5,33,0,742368,18126,15.7,816,3253000,12,85,0,4.3
5200,KOTAK MAHINDRA,Automobile,7.5,26,0,1205208,27218,8.7,771,332300,7,90,4000,4.3
5201,KOTAK MAHINDRA,Education,10.5,35,0,1028071,23646,14.5,750,3496000,12,85,0,4.3
5202,KOTAK MAHINDRA,Automobile,6.5,30,0,670453,3850,29.1,808,310600,7,90,4000,4.3
5203,KOTAK MAHINDRA,Education,11.5,29,1,757720,11745,14,798,3033000,12,85,0,4.3
5204,KOTAK MAHINDRA,Automobile,7.5,36,0,1393802,36122,14.5,785,316700,7,90,4000,4.3
5205,KOTAK MAHINDRA,Automobile,7.5,34,1,1214993,18731,18.1,769,451800,7,90,4000,4.3
5206,KOTAK MAHINDRA,Education,11.5,34,1,543438,3261,18.2,807,4542000,12,85,0,4.3
5207,KOTAK MAHINDRA,Automobile,6.5,25,0,1118910,11749,16.7,812,344500,7,90,4000,4.3
5208,KOTAK MAHINDRA,Education,11.5,55,1,1067059,16095,13.6,801,3560000,12,85,0,4.3
5209,KOTAK MAHINDRA,Automobile,6.5,52,1,1462126,12379,19.7,818,397200,7,90,4000,4.3
5210,KOTAK MAHINDRA,Education,10.5,36,0,1412042,32124,16.2,795,4820000,12,85,0,4.3
5211,KOTAK MAHINDRA,Education,11.5,37,1,1112070,7747,16.7,805,5091000,12,85,0,4.3
5212,KOTAK MAHINDRA,Education,11.5,31,1,612199,13111,11.8,803,2890000,12,85,0,4.3
5213,KOTAK MAHINDRA,Education,10.5,24,0,1540520,17459,18.4,811,4948000,12,85,0,4.3
5214,KOTAK MAHINDRA,Home,6.7,54,1,2081013,41794,15.7,752,3393000,30,75,25447.5,4.3
5215,KOTAK MAHINDRA,Automobile,6.5,38,1,927314,17078,14.2,807,417600,7,90,4000,4.3
5216,KOTAK MAHINDRA,Home,6.7,42,0,1016975,27373,8.9,785,3310000,30,75,24825,4.3
5217,KOTAK MAHINDRA,Education,10.5,57,0,1840929,7011,12.9,812,5121000,12,85,0,4.3
5218,KOTAK MAHINDRA,Home,6.7,35,1,618146,4750,10.2,756,3521000,30,75,26407.5,4.3
5219,KOTAK MAHINDRA,Home,6.5,26,0,660934,15917,12.8,813,3024000,30,75,22680,4.3
5220,KOTAK MAHINDRA,Education,10.5,53,0,2502110,44413,21,812,4198000,12,85,0,4.3
5221,KOTAK MAHINDRA,Home,6.7,56,1,887984,17390,8.7,751,3557000,30,75,26677.5,4.3
5222,KOTAK MAHINDRA,Education,11.5,45,1,663480,7906,6.6,668,3198000,12,85,0,4.3
5223,KOTAK MAHINDRA,Education,11.5,33,1,1920900,53785,15.6,769,4871000,12,85,0,4.3
5224,KOTAK MAHINDRA,Home,6.7,34,1,1837129,38886,19.4,743,4887000,30,75,36652.5,4.3
5225,KOTAK MAHINDRA,Automobile,7.5,40,1,6472920,29614,21.4,772,285000,7,90,4000,4.3
5226,KOTAK MAHINDRA,Education,10.5,42,0,570285,11453,11.4,799,3536000,12,85,0,4.3
5227,KOTAK MAHINDRA,Home,6.5,30,1,1305433,19103,12.9,811,3499000,30,75,26242.5,4.3
5228,KOTAK MAHINDRA,Home,6.7,58,1,1338645,23092,14.7,781,2835000,30,75,21262.5,4.3
5229,KOTAK MAHINDRA,Home,6.7,52,1,1160349,28235,17.5,753,4054000,30,75,30405,4.3
5230,KOTAK MAHINDRA,Home,6.5,45,1,2936526,14805,21.9,805,2908000,30,75,21810,4.3
5231,KOTAK MAHINDRA,Automobile,7.5,30,1,930240,18217,19.7,795,512100,7,90,4000,4.3
5232,KOTAK MAHINDRA,Automobile,8.5,38,0,1078782,12406,17.7,745,329800,7,90,4000,4.3
5233,KOTAK MAHINDRA,Home,6.7,40,1,469395,2386,11.7,786,3609000,30,75,27067.5,4.3
5234,KOTAK MAHINDRA,Home,6.7,40,0,1582054,6908,25.5,771,4469000,30,75,33517.5,4.3
5235,KOTAK MAHINDRA,Automobile,6.5,40,0,713336,2836,13.8,812,309100,7,90,4000,4.3
5236,KOTAK MAHINDRA,Education,10.5,33,0,1494768,24165,28.3,805,3685000,12,85,0,4.3
5237,KOTAK MAHINDRA,Education,11.5,33,1,1493267,1891,28.5,780,3850000,12,85,0,4.3
5238,KOTAK MAHINDRA,Education,11.5,49,1,1243037,15434,9.8,813,3445000,12,85,0,4.3
5239,KOTAK MAHINDRA,Home,6.5,53,0,2411347,49634,18.8,818,3152000,30,75,23640,4.3
5240,KOTAK MAHINDRA,Home,6.7,39,0,1832018,25038,26.3,771,5460000,30,75,40950,4.3
5241,KOTAK MAHINDRA,Automobile,7.5,57,1,541348,289,11,789,285900,7,90,4000,4.3
5242,KOTAK MAHINDRA,Education,10.5,44,0,896534,13747,12.8,780,3701000,12,85,0,4.3
5243,KOTAK MAHINDRA,Automobile,6.5,33,0,991458,17351,7.7,802,306400,7,90,4000,4.3
5244,KOTAK MAHINDRA,Automobile,6.5,33,0,1939520,38467,17.5,822,338700,7,90,4000,4.3
5245,KOTAK MAHINDRA,Automobile,6.5,33,0,2047155,19448,16.5,818,564900,7,90,4000,4.3
5246,KOTAK MAHINDRA,Home,6.5,50,0,636253,15800,21.9,811,3134000,30,75,23505,4.3
5247,KOTAK MAHINDRA,Home,6.5,35,1,751488,12650,16,808,2963000,30,75,22222.5,4.3
5248,KOTAK MAHINDRA,Education,11.5,55,1,1645286,13176,18.1,793,2908000,12,85,0,4.3
5249,KOTAK MAHINDRA,Education,10.5,30,0,784301,15987,17,812,3006000,12,85,0,4.3
5250,KOTAK MAHINDRA,Education,10.5,56,0,1045057,27694,11.7,774,3487000,12,85,0,4.3
5251,KOTAK MAHINDRA,Education,10.5,45,0,1599553,41988,19.2,729,4131000,12,85,0,4.3
5252,KOTAK MAHINDRA,Education,11.5,32,1,1719519,42558,15.6,816,4783000,12,85,0,4.3
5253,KOTAK MAHINDRA,Education,10.5,58,0,2649892,29370,14.1,787,3167000,12,85,0,4.3
5254,KOTAK MAHINDRA,Home,6.7,46,1,1201446,18623,13.4,763,3539000,30,75,26542.5,4.3
5255,KOTAK MAHINDRA,Education,11.5,26,1,1634494,34188,20,789,4176000,12,85,0,4.3
5256,KOTAK MAHINDRA,Home,6.5,58,1,1286756,13189,13.4,812,4582000,30,75,34365,4.3
5257,KOTAK MAHINDRA,Home,6.5,32,1,1699398,31297,18.2,801,4832000,30,75,36240,4.3
5258,KOTAK MAHINDRA,Home,6.7,58,1,1587032,30286,18,798,5039000,30,75,37792.5,4.3
5259,KOTAK MAHINDRA,Home,6.7,27,0,623675,9511,16.3,800,2832000,30,75,21240,4.3
5260,KOTAK MAHINDRA,Automobile,8.5,38,0,953705,10650,5.5,712,384400,7,90,4000,4.3
5261,KOTAK MAHINDRA,Automobile,6.5,24,0,1741920,19016,9.3,810,312100,7,90,4000,4.3
5262,KOTAK MAHINDRA,Home,6.5,30,1,1871880,31666,15.8,818,3115000,30,75,23362.5,4.3
5263,KOTAK MAHINDRA,Automobile,7.5,41,1,460788,11174,9.6,796,293200,7,90,4000,4.3
5264,KOTAK MAHINDRA,Education,10.5,46,0,770108,13605,9.5,773,3073000,12,85,0,4.3
5265,KOTAK MAHINDRA,Home,6.7,47,1,602775,10247,15.2,779,3451000,30,75,25882.5,4.3
5266,KOTAK MAHINDRA,Home,6.7,33,1,1793809,9462,18.1,754,4832000,30,75,36240,4.3
5267,KOTAK MAHINDRA,Education,11.5,30,1,722627,12465,11.9,807,2996000,12,85,0,4.3
5268,KOTAK MAHINDRA,Education,11.5,43,1,869288,10214,14,763,3841000,12,85,0,4.3
5269,KOTAK MAHINDRA,Home,6.7,56,1,1165422,10586,8.8,797,3698000,30,75,27735,4.3
5270,KOTAK MAHINDRA,Home,6.7,52,0,2261760,19790,15.7,746,3829000,30,75,28717.5,4.3
5271,KOTAK MAHINDRA,Automobile,7.5,36,1,1084007,27732,17.7,797,399000,7,90,4000,4.3
5272,KOTAK MAHINDRA,Home,6.7,52,1,937745,13519,15.4,756,3490000,30,75,26175,4.3
5273,KOTAK MAHINDRA,Home,6.7,26,1,3242920,49725,14.6,796,3911000,30,75,29332.5,4.3
5274,KOTAK MAHINDRA,Home,6.7,26,1,2299152,41768,15.1,762,4865000,30,75,36487.5,4.3
5275,KOTAK MAHINDRA,Education,11.5,45,1,1786399,20097,17,760,2881000,12,85,0,4.3
5276,KOTAK MAHINDRA,Home,6.7,41,0,890511,12838,14.7,797,3582000,30,75,26865,4.3
5277,KOTAK MAHINDRA,Automobile,7.5,53,1,2346576,15214,22,782,451800,7,90,4000,4.3
5278,KOTAK MAHINDRA,Home,6.5,24,1,1337847,9766,10.3,814,3847000,30,75,28852.5,4.3
5279,KOTAK MAHINDRA,Automobile,7.5,54,1,1177962,9571,13.1,752,324600,7,90,4000,4.3
5280,KOTAK MAHINDRA,Education,11.5,31,1,965675,17865,20.9,812,2908000,12,85,0,4.3
5281,KOTAK MAHINDRA,Home,6.7,53,1,603858,6743,22.9,778,3448000,30,75,25860,4.3
5282,KOTAK MAHINDRA,Education,11.5,56,1,479655,7555,13.5,786,3506000,12,85,0,4.3
5283,KOTAK MAHINDRA,Education,11.5,40,1,2133054,24708,11.4,807,3594000,12,85,0,4.3
5284,KOTAK MAHINDRA,Automobile,6.5,40,1,1323882,6112,15.1,822,349900,7,90,4000,4.3
5285,KOTAK MAHINDRA,Automobile,6.5,30,0,525882,14067,24.1,812,312400,7,90,4000,4.3
5286,KOTAK MAHINDRA,Automobile,7.5,58,1,1261923,21978,26.6,797,386800,7,90,4000,4.3
5287,KOTAK MAHINDRA,Automobile,7.5,43,0,1358728,44951,17.8,755,450900,7,90,4000,4.3
5288,KOTAK MAHINDRA,Home,6.7,38,0,2344125,47664,15,779,4484000,30,75,33630,4.3
5289,KOTAK MAHINDRA,Home,6.7,37,0,1797438,33252,27.1,750,5472000,30,75,41040,4.3
5290,KOTAK MAHINDRA,Automobile,6.5,43,0,1235000,7739,18,816,330400,7,90,4000,4.3
5291,KOTAK MAHINDRA,Automobile,6.5,27,1,3758732,79873,19.1,814,358800,7,90,4000,4.3
